btcusd,btc,usd,2023-06-25,30547.34580733028,31054.545057583244,30355.953749346023,30459.733086128246,5779.453222359997
ethusd,eth,usd,2023-06-25,1875.9046608764595,1930.6896429124633,1869.8887492190165,1891.899834902643,60342.05989730995
