date,price,total_volume,market_cap,coin_name
2018-06-07,4.7599365163078975,45779929.05633715,0.0,okb
2018-06-08,4.706363380851842,43903151.53322292,0.0,okb
2018-06-09,4.971429502472776,80184515.63194144,0.0,okb
2018-06-10,5.1105700640115685,51007687.167329796,0.0,okb
2018-06-11,4.226070982940137,80392852.5449308,0.0,okb
2018-06-12,4.360904772621183,62431403.85028046,0.0,okb
2018-06-13,4.078345292407368,56636660.035189696,0.0,okb
2018-06-14,3.9889418904104237,51939367.913755804,0.0,okb
2018-06-15,4.22302666537951,47481676.5246396,0.0,okb
2018-06-16,3.981347511183379,32268267.364337,0.0,okb
2018-06-17,4.018828696860473,18151977.74473688,0.0,okb
2018-06-18,3.943790649011366,21538206.39525771,0.0,okb
2018-06-19,4.01213957098882,21225627.099076275,0.0,okb
2018-06-20,5.278380799372324,182420120.53015283,0.0,okb
2018-06-21,4.932644976766066,60444090.028120644,1479793493.0298197,okb
2018-06-22,4.6616780295987885,46498428.421450265,1398503408.8796365,okb
2018-06-23,4.21874505538262,40371692.74993444,1265623516.614786,okb
2018-06-24,3.9772643382708033,55031809.1036,1193179301.481241,okb
2018-06-25,3.7736123669768467,64146616.07778005,1132083710.093054,okb
2018-06-26,3.8701543745532914,37285851.94725554,1161046312.3659875,okb
2018-06-27,3.702234718441831,18636326.62155879,1110670415.5325494,okb
2018-06-28,3.8082790998781246,26539028.372686893,1142483729.9634373,okb
2018-06-29,3.6513583354667287,16792033.537436966,1095407500.6400187,okb
2018-06-30,3.7744671269592063,21005831.369279765,1132340138.0877619,okb
2018-07-01,3.802225332778919,23400476.321520425,1140667599.8336756,okb
2018-07-02,3.752672443269417,19948278.07991677,1125801732.9808252,okb
2018-07-03,4.015157280167843,671250102.1196141,1204547184.0503528,okb
2018-07-04,3.9013328830018135,130697043.2870935,1170399864.900544,okb
2018-07-05,3.9184378718140356,18098615.9870717,1175531361.5442107,okb
2018-07-06,3.877155203893214,21928748.990928534,1163146561.1679642,okb
2018-07-07,3.830058082870575,19434619.470332205,1149017424.8611724,okb
2018-07-08,3.8923713268063547,48850469.0520991,1167711398.0419064,okb
2018-07-09,3.8777340904629005,24551167.79663396,1163320227.13887,okb
2018-07-10,3.7261462744893805,23421402.030246947,1117843882.3468142,okb
2018-07-11,3.492866675377713,28666958.58152144,1047860002.6133139,okb
2018-07-12,3.6018045949225743,55006298.91368646,1080541378.4767723,okb
2018-07-13,3.485402533358205,24069865.518941987,1045620760.0074614,okb
2018-07-14,3.461828919413892,19748927.154000204,1038548675.8241675,okb
2018-07-15,3.427415218197467,13319292.354184462,1028224565.4592402,okb
2018-07-16,3.539856761680136,23289097.91932759,1061957028.5040408,okb
2018-07-17,3.646274320276931,29391387.06184693,1093882296.0830793,okb
2018-07-18,3.8078054266211416,28126819.60460226,1142341627.9863424,okb
2018-07-19,3.7742675850729874,41928446.05233448,1132280275.5218961,okb
2018-07-20,3.7310700167606132,30083462.84815203,1119321005.028184,okb
2018-07-21,3.7085806909221586,49448929.363825046,1112574207.2766476,okb
2018-07-22,3.712478586909639,84858024.23869087,1113743576.0728917,okb
2018-07-23,3.6037737333207542,28020684.970667675,1081132119.9962263,okb
2018-07-24,3.612222822227539,35759101.44281077,1083666846.6682618,okb
2018-07-25,3.631687909762356,27207298.362676404,1089506372.928707,okb
2018-07-26,3.6168529919768195,27200661.189585328,1085055897.593046,okb
2018-07-27,3.6739392711278858,12779977.783605395,1102181781.3383658,okb
2018-07-28,3.722815999194063,52130803.74041316,1116844799.7582188,okb
2018-07-29,3.854345004962396,55501726.329559095,1156303501.488719,okb
2018-07-30,3.8378838114815004,49914895.03348257,1151365143.4444501,okb
2018-07-31,3.7918664108871947,50472984.025615096,1137559923.2661583,okb
2018-08-01,3.701384127064362,60912369.28080029,1110415238.1193085,okb
2018-08-02,3.333704020692792,105835520.02498017,1000111206.2078376,okb
2018-08-03,3.0899553001606583,58475088.72298366,926986590.0481975,okb
2018-08-04,3.2125661171219537,422818341.16882527,963769835.1365862,okb
2018-08-05,3.2108726125124467,66759679.7211377,963261783.753734,okb
2018-08-06,3.2347735311948185,70507125.99122253,970432059.3584456,okb
2018-08-07,3.263462607415197,51579692.38401666,979038782.2245591,okb
2018-08-08,3.0387085308571917,42886137.87571946,911612559.2571574,okb
2018-08-09,2.56890858371985,73361363.98095562,770672575.115955,okb
2018-08-10,2.5887715803766933,50134217.520235814,776631474.113008,okb
2018-08-11,2.3287907689701375,71396527.44630058,698637230.6910414,okb
2018-08-12,2.228269807524938,41375661.146287665,668480942.2574815,okb
2018-08-13,2.231524826943667,28314483.348423455,669457448.0831001,okb
2018-08-14,1.9905417830591559,39925380.416565605,597162534.9177468,okb
2018-08-15,1.8812843377819077,44178144.05074449,564385301.3345723,okb
2018-08-16,1.9620596753142703,48450560.57652533,588474836.327748,okb
2018-08-17,1.948413470645314,31868123.024530046,584524041.1935942,okb
2018-08-18,2.135285088516555,95845097.28123172,640585526.5549664,okb
2018-08-19,1.9745423517665808,37086427.16474604,592362705.5299743,okb
2018-08-20,2.0767824734413733,51689383.34653814,623034742.0324119,okb
2018-08-21,1.797375214105049,39800047.24501726,539212564.2315147,okb
2018-08-22,1.861354937042462,30353729.682754494,558406481.1127386,okb
2018-08-23,1.7837100571452975,43763730.7786787,535113017.1435894,okb
2018-08-24,1.8282430639710923,24579204.027970824,548472919.1913276,okb
2018-08-25,1.8707292500250816,28314093.806738053,561218775.0075246,okb
2018-08-26,1.8212605070661292,27986870.02795161,546378152.1198387,okb
