date,price,total_volume,market_cap,coin_name
2020-08-14,0.08091994568370936,38413022.85830442,0.0,the-sandbox
2020-08-15,0.06640343292744963,141056015.71059108,0.0,the-sandbox
2020-08-16,0.05078364883524794,43150410.9991623,0.0,the-sandbox
2020-08-17,0.061079835827440775,33700874.11468801,32764630.851219356,the-sandbox
2020-08-18,0.05497444370112035,16214299.086304104,71710538.34728706,the-sandbox
2020-08-19,0.05153185760373768,10332400.202602528,27179712.527230997,the-sandbox
2020-08-20,0.05206361273746828,9963695.765797378,27493916.17453872,the-sandbox
2020-08-21,0.05363025973311594,9424347.314720849,28279406.591125283,the-sandbox
2020-08-22,0.045212699771900754,7527979.839614277,24009614.809057653,the-sandbox
2020-08-23,0.04589056462985725,6083058.910311063,24090486.895097353,the-sandbox
2020-08-24,0.043894677126984465,4227631.719888001,22962628.50928493,the-sandbox
2020-08-25,0.050743822595316714,10239498.552758126,27168249.83794978,the-sandbox
2020-08-26,0.04793773024641064,8532452.99916796,25402089.895418826,the-sandbox
2020-08-27,0.057674199238858054,12670984.520775134,30108637.736775987,the-sandbox
2020-08-28,0.07476800101088775,45296738.49639134,38187280.848091885,the-sandbox
2020-08-29,0.06963894970132761,39457711.73723678,36849611.38322073,the-sandbox
2020-08-30,0.07221118334437886,17197222.52001805,37808518.96627106,the-sandbox
2020-08-31,0.06637468092599266,14147017.30427379,34940999.500808366,the-sandbox
2020-09-01,0.07016845064094356,20469000.79594505,37134889.26550639,the-sandbox
2020-09-02,0.05956588462936652,20975930.24500501,32083016.83984324,the-sandbox
2020-09-03,0.05894967190483147,14011765.693594417,31112450.574001618,the-sandbox
2020-09-04,0.04380289332353941,9689938.145729622,23502539.420371585,the-sandbox
2020-09-05,0.045259260909798205,8399039.977572208,23870764.604298797,the-sandbox
2020-09-06,0.03756205107810682,6847932.440496331,19907059.83357995,the-sandbox
2020-09-07,0.040874613822584206,6679123.931193829,21735188.300850958,the-sandbox
2020-09-08,0.037400497098505577,4848819.809017751,19869384.311905067,the-sandbox
2020-09-09,0.049696282969686555,29253868.92490956,30097969.8249378,the-sandbox
2020-09-10,0.04814229465546272,23512384.2121361,27980854.22633516,the-sandbox
2020-09-11,0.049497185141519046,12851239.344785865,28774725.852327846,the-sandbox
2020-09-12,0.051583805968705786,12155551.743468707,30076959.05069737,the-sandbox
2020-09-13,0.04927385269111136,6050310.781794421,28610561.77032157,the-sandbox
2020-09-14,0.04354381062212257,7655042.404292708,25389988.374855332,the-sandbox
2020-09-15,0.04651871987504427,8368916.0149297,27160928.083521724,the-sandbox
2020-09-16,0.04240768544845476,10745837.404529566,24732176.34982866,the-sandbox
2020-09-17,0.044259609064403876,8089795.034619294,25783906.95643708,the-sandbox
2020-09-18,0.04390388094598739,4665499.841844167,25607599.21340898,the-sandbox
2020-09-19,0.04404512701306473,6067314.103558236,25641844.24031601,the-sandbox
2020-09-20,0.046695344737306,6595913.136161331,27174359.378719803,the-sandbox
2020-09-21,0.04286424683961408,4454218.4615715295,25118880.366003487,the-sandbox
2020-09-22,0.038392588436187466,6063748.455554427,22465557.463039633,the-sandbox
2020-09-23,0.044045981100047434,6786593.8870378565,25785063.237957794,the-sandbox
2020-09-24,0.0426190146854952,15777756.815642038,25086025.91912656,the-sandbox
2020-09-25,0.04760095566693368,18374311.274786055,27985144.522712205,the-sandbox
2020-09-26,0.04865955923782433,14543039.453968171,28718415.616723128,the-sandbox
2020-09-27,0.04648810260153791,5451525.733118068,27408814.898334585,the-sandbox
2020-09-28,0.04318886480295896,11121225.205693647,25230719.857144337,the-sandbox
2020-09-29,0.041783219351627425,8676151.155402126,24541282.7262583,the-sandbox
2020-09-30,0.043473268651673,5616514.848664236,25624606.51347952,the-sandbox
2020-10-01,0.046053016606899276,10377664.147465017,27178727.401025537,the-sandbox
2020-10-02,0.04237934626004076,6246856.118816022,24994888.61465281,the-sandbox
2020-10-03,0.04088725444286149,7116754.236719202,24141378.432437636,the-sandbox
2020-10-04,0.045226766777485154,6790131.074137727,26705861.473703913,the-sandbox
2020-10-05,0.04831685710279697,7574746.003306323,28359900.153883297,the-sandbox
2020-10-06,0.050511087601442996,13460979.227963632,30312613.537436564,the-sandbox
2020-10-07,0.04643830197095934,7671148.332148545,27731007.780272234,the-sandbox
2020-10-08,0.045197076188177865,4023733.72917838,26951825.44282919,the-sandbox
2020-10-09,0.04743793252509791,3883353.7372139883,28153988.034946825,the-sandbox
2020-10-10,0.049724463385840356,4811641.736300997,29760825.639897503,the-sandbox
2020-10-11,0.04572657955113625,6329893.547661008,27379341.708747845,the-sandbox
2020-10-12,0.048834641739995195,5359758.24204619,29205832.071622547,the-sandbox
2020-10-13,0.04750404855513826,7808264.055442985,28764399.779407505,the-sandbox
2020-10-14,0.046468711157203385,6119465.493889956,28065597.709960513,the-sandbox
2020-10-15,0.04591027006535695,3987797.7535683187,27716155.502104566,the-sandbox
2020-10-16,0.04492647529441536,3210943.753081882,27269818.68271353,the-sandbox
2020-10-17,0.04354232908365378,5447126.811880885,26365818.451931175,the-sandbox
2020-10-18,0.04319454726612161,2787076.3431993644,26114954.315242484,the-sandbox
2020-10-19,0.042620888848798985,3224502.0758357802,25750774.45032432,the-sandbox
2020-10-20,0.04089724616768013,7295524.94043466,24838355.18311495,the-sandbox
2020-10-21,0.03885873503538292,5298695.963204342,23456065.4064703,the-sandbox
2020-10-22,0.03834683303678097,6280008.991272546,23163888.984685194,the-sandbox
2020-10-23,0.03982503009176423,5126307.174822419,24094287.27478645,the-sandbox
