date,price,total_volume,market_cap,coin_name
2019-02-21 00:00:00.000,0.09131134931521345,157150173.51975954,1750394568.3964684,stellar
2019-02-22 00:00:00.000,0.088470562871553,136329452.08411434,1693469202.267397,stellar
2019-02-23 00:00:00.000,0.0906320632104588,80469023.95747611,1738198229.0874698,stellar
2019-02-24 00:00:00.000,0.09379590843554621,115716997.35875185,1798876425.881727,stellar
2019-02-25 00:00:00.000,0.08271876647011023,160507235.93208694,1597341736.5532176,stellar
2019-02-26 00:00:00.000,0.08580467805605875,131365307.84307781,1645615634.6765823,stellar
2019-02-27 00:00:00.000,0.08442717557383767,116921386.4298726,1621465138.5056174,stellar
2019-02-28 00:00:00.000,0.08399201754388447,106663592.20284109,1613107716.0227013,stellar
2019-03-01 00:00:00.000,0.08426228336943331,105471725.19622155,1618618249.2659256,stellar
2019-03-02 00:00:00.000,0.08483681973642768,98572307.65503043,1631732608.7146266,stellar
2019-03-03 00:00:00.000,0.08354383717012008,88263768.09767342,1605068051.04836,stellar
2019-03-04 00:00:00.000,0.08693919222803645,112994766.94832496,1671137693.788134,stellar
2019-03-05 00:00:00.000,0.08230906118464858,98507894.72339533,1581345239.9096286,stellar
2019-03-06 00:00:00.000,0.08556108311521794,152657209.87313458,1644440617.8646483,stellar
2019-03-07 00:00:00.000,0.0848054800311809,123945382.22907357,1629189685.511588,stellar
2019-03-08 00:00:00.000,0.08469999567973066,108386686.2354213,1626390912.9422011,stellar
2019-03-09 00:00:00.000,0.08637084999565908,124814334.99285297,1660813428.3247151,stellar
2019-03-10 00:00:00.000,0.0898839697954103,127454947.31809552,1726926738.385763,stellar
2019-03-11 00:00:00.000,0.10095959245975361,221834185.84194455,1938709758.9005046,stellar
2019-03-12 00:00:00.000,0.1015765743741008,229721399.6295787,1958053536.9280865,stellar
2019-03-13 00:00:00.000,0.10483751513362165,160849273.84976128,2014040280.0431726,stellar
2019-03-14 00:00:00.000,0.10774158236848563,163189848.81003785,2065605419.8373756,stellar
2019-03-15 00:00:00.000,0.10671443464014202,168046776.290416,2052467182.9854088,stellar
